,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,traintest,date,monthnum,daynum,hour,weekday,hour_section
1429,2011-04-05 10:00:00,2,0,1,3,13.94,15.15,81,26.0027,3,25,28,train,2011-04-05,4,5,10,Tuesday,1
1430,2011-04-05 11:00:00,2,0,1,3,13.12,14.395,81,30.0026,1,18,19,train,2011-04-05,4,5,11,Tuesday,2
1431,2011-04-05 12:00:00,2,0,1,2,13.94,15.15,71,26.0027,6,32,38,train,2011-04-05,4,5,12,Tuesday,2
1432,2011-04-05 13:00:00,2,0,1,2,14.76,16.665,63,27.9993,5,51,56,train,2011-04-05,4,5,13,Tuesday,2
1433,2011-04-05 14:00:00,2,0,1,2,14.76,15.91,57,32.9975,9,67,76,train,2011-04-05,4,5,14,Tuesday,2
1434,2011-04-05 15:00:00,2,0,1,1,16.4,20.455,46,31.0009,6,62,68,train,2011-04-05,4,5,15,Tuesday,2
1435,2011-04-05 16:00:00,2,0,1,1,15.58,19.695,46,27.9993,17,113,130,train,2011-04-05,4,5,16,Tuesday,3
1436,2011-04-05 17:00:00,2,0,1,1,17.22,21.21,38,27.9993,27,246,273,train,2011-04-05,4,5,17,Tuesday,3
1437,2011-04-05 18:00:00,2,0,1,1,15.58,19.695,40,32.9975,19,248,267,train,2011-04-05,4,5,18,Tuesday,3
1438,2011-04-05 19:00:00,2,0,1,1,14.76,16.665,43,19.9995,12,148,160,train,2011-04-05,4,5,19,Tuesday,3
1439,2011-04-05 20:00:00,2,0,1,1,13.94,15.91,46,19.0012,4,87,91,train,2011-04-05,4,5,20,Tuesday,3
1440,2011-04-05 21:00:00,2,0,1,1,13.94,14.395,46,35.0008,8,81,89,train,2011-04-05,4,5,21,Tuesday,4
1441,2011-04-05 22:00:00,2,0,1,1,13.12,15.15,49,19.9995,3,43,46,train,2011-04-05,4,5,22,Tuesday,4
1442,2011-04-05 23:00:00,2,0,1,1,12.3,14.395,49,19.0012,3,23,26,train,2011-04-05,4,5,23,Tuesday,4
1443,2011-04-06 00:00:00,2,0,1,1,12.3,15.91,49,7.0015,0,15,15,train,2011-04-06,4,6,0,Wednesday,0
1444,2011-04-06 01:00:00,2,0,1,1,10.66,13.635,60,8.9981,0,2,2,train,2011-04-06,4,6,1,Wednesday,0
1445,2011-04-06 02:00:00,2,0,1,1,9.84,12.12,70,8.9981,0,5,5,train,2011-04-06,4,6,2,Wednesday,0
1446,2011-04-06 03:00:00,2,0,1,1,10.66,13.635,60,8.9981,0,4,4,train,2011-04-06,4,6,3,Wednesday,0
1447,2011-04-06 04:00:00,2,0,1,1,9.84,12.12,65,8.9981,0,1,1,train,2011-04-06,4,6,4,Wednesday,0
1448,2011-04-06 05:00:00,2,0,1,1,9.84,12.88,70,7.0015,1,12,13,train,2011-04-06,4,6,5,Wednesday,0
1449,2011-04-06 06:00:00,2,0,1,1,9.84,12.88,70,7.0015,4,52,56,train,2011-04-06,4,6,6,Wednesday,0
1450,2011-04-06 07:00:00,2,0,1,1,10.66,13.635,65,7.0015,3,130,133,train,2011-04-06,4,6,7,Wednesday,1
1451,2011-04-06 08:00:00,2,0,1,1,13.12,15.15,61,15.0013,17,308,325,train,2011-04-06,4,6,8,Wednesday,1
1452,2011-04-06 09:00:00,2,0,1,1,14.76,16.665,46,16.9979,8,157,165,train,2011-04-06,4,6,9,Wednesday,1
1453,2011-04-06 10:00:00,2,0,1,1,16.4,20.455,37,26.0027,21,48,69,train,2011-04-06,4,6,10,Wednesday,1
1454,2011-04-06 11:00:00,2,0,1,1,17.22,21.21,38,26.0027,23,70,93,train,2011-04-06,4,6,11,Wednesday,2
1455,2011-04-06 12:00:00,2,0,1,1,18.04,21.97,41,16.9979,22,112,134,train,2011-04-06,4,6,12,Wednesday,2
1456,2011-04-06 13:00:00,2,0,1,1,18.86,22.725,38,32.9975,29,83,112,train,2011-04-06,4,6,13,Wednesday,2
1457,2011-04-06 14:00:00,2,0,1,1,20.5,24.24,34,27.9993,35,80,115,train,2011-04-06,4,6,14,Wednesday,2
1458,2011-04-06 15:00:00,2,0,1,1,21.32,25.0,32,22.0028,34,83,117,train,2011-04-06,4,6,15,Wednesday,2
1459,2011-04-06 16:00:00,2,0,1,1,22.14,25.76,28,27.9993,27,142,169,train,2011-04-06,4,6,16,Wednesday,3
1460,2011-04-06 17:00:00,2,0,1,1,21.32,25.0,32,30.0026,53,303,356,train,2011-04-06,4,6,17,Wednesday,3
1461,2011-04-06 18:00:00,2,0,1,1,21.32,25.0,29,23.9994,43,282,325,train,2011-04-06,4,6,18,Wednesday,3
1462,2011-04-06 19:00:00,2,0,1,1,20.5,24.24,31,19.9995,36,196,232,train,2011-04-06,4,6,19,Wednesday,3
1463,2011-04-06 20:00:00,2,0,1,1,18.86,22.725,51,15.0013,15,126,141,train,2011-04-06,4,6,20,Wednesday,3
1464,2011-04-06 21:00:00,2,0,1,1,18.86,22.725,41,19.0012,18,84,102,train,2011-04-06,4,6,21,Wednesday,4
1465,2011-04-06 22:00:00,2,0,1,1,18.86,22.725,41,19.0012,13,71,84,train,2011-04-06,4,6,22,Wednesday,4
1466,2011-04-06 23:00:00,2,0,1,1,18.86,22.725,41,19.9995,11,29,40,train,2011-04-06,4,6,23,Wednesday,4
1467,2011-04-07 00:00:00,2,0,1,1,18.86,22.725,41,19.0012,5,15,20,train,2011-04-07,4,7,0,Thursday,0
1468,2011-04-07 01:00:00,2,0,1,1,17.22,21.21,47,8.9981,2,11,13,train,2011-04-07,4,7,1,Thursday,0
1469,2011-04-07 02:00:00,2,0,1,1,17.22,21.21,54,0.0,0,7,7,train,2011-04-07,4,7,2,Thursday,0
1470,2011-04-07 03:00:00,2,0,1,1,14.76,17.425,66,12.998,0,3,3,train,2011-04-07,4,7,3,Thursday,0
1471,2011-04-07 04:00:00,2,0,1,1,13.94,16.665,76,12.998,0,1,1,train,2011-04-07,4,7,4,Thursday,0
1472,2011-04-07 05:00:00,2,0,1,1,13.94,15.91,76,15.0013,0,6,6,train,2011-04-07,4,7,5,Thursday,0
1473,2011-04-07 06:00:00,2,0,1,1,13.12,15.15,81,16.9979,5,59,64,train,2011-04-07,4,7,6,Thursday,0
1474,2011-04-07 07:00:00,2,0,1,2,13.94,16.665,76,11.0014,8,152,160,train,2011-04-07,4,7,7,Thursday,1
1475,2011-04-07 08:00:00,2,0,1,1,14.76,17.425,76,12.998,23,291,314,train,2011-04-07,4,7,8,Thursday,1
1476,2011-04-07 09:00:00,2,0,1,2,16.4,20.455,66,8.9981,15,155,170,train,2011-04-07,4,7,9,Thursday,1
1477,2011-04-07 10:00:00,2,0,1,2,17.22,21.21,67,7.0015,29,66,95,train,2011-04-07,4,7,10,Thursday,1
1478,2011-04-07 11:00:00,2,0,1,2,18.86,22.725,55,0.0,36,86,122,train,2011-04-07,4,7,11,Thursday,2
1479,2011-04-07 12:00:00,2,0,1,2,18.86,22.725,55,0.0,39,114,153,train,2011-04-07,4,7,12,Thursday,2
1480,2011-04-07 13:00:00,2,0,1,2,21.32,25.0,48,6.0032,36,99,135,train,2011-04-07,4,7,13,Thursday,2
1481,2011-04-07 14:00:00,2,0,1,1,22.96,26.515,43,6.0032,46,111,157,train,2011-04-07,4,7,14,Thursday,2
1482,2011-04-07 15:00:00,2,0,1,1,24.6,31.06,38,7.0015,27,133,160,train,2011-04-07,4,7,15,Thursday,2
1483,2011-04-07 16:00:00,2,0,1,1,24.6,31.06,35,0.0,52,161,213,train,2011-04-07,4,7,16,Thursday,3
1484,2011-04-07 17:00:00,2,0,1,1,21.32,25.0,52,19.0012,63,280,343,train,2011-04-07,4,7,17,Thursday,3
1485,2011-04-07 18:00:00,2,0,1,1,19.68,23.485,55,16.9979,68,265,333,train,2011-04-07,4,7,18,Thursday,3
1486,2011-04-07 19:00:00,2,0,1,1,18.86,22.725,59,19.9995,34,192,226,train,2011-04-07,4,7,19,Thursday,3
1487,2011-04-07 20:00:00,2,0,1,1,18.04,21.97,62,11.0014,37,166,203,train,2011-04-07,4,7,20,Thursday,3
1488,2011-04-07 21:00:00,2,0,1,2,18.04,21.97,67,19.0012,19,89,108,train,2011-04-07,4,7,21,Thursday,4
1489,2011-04-07 22:00:00,2,0,1,2,16.4,20.455,76,12.998,18,63,81,train,2011-04-07,4,7,22,Thursday,4
1490,2011-04-07 23:00:00,2,0,1,1,15.58,19.695,76,16.9979,9,45,54,train,2011-04-07,4,7,23,Thursday,4
1491,2011-04-08 00:00:00,2,0,1,2,14.76,17.425,76,15.0013,4,21,25,train,2011-04-08,4,8,0,Friday,0
1492,2011-04-08 01:00:00,2,0,1,2,13.94,16.665,76,8.9981,3,6,9,train,2011-04-08,4,8,1,Friday,0
1493,2011-04-08 02:00:00,2,0,1,3,13.94,16.665,76,11.0014,3,10,13,train,2011-04-08,4,8,2,Friday,0
1494,2011-04-08 03:00:00,2,0,1,3,13.94,16.665,76,11.0014,0,1,1,train,2011-04-08,4,8,3,Friday,0
1495,2011-04-08 04:00:00,2,0,1,2,13.94,16.665,86,8.9981,0,1,1,train,2011-04-08,4,8,4,Friday,0
1496,2011-04-08 05:00:00,2,0,1,2,13.12,15.91,87,12.998,1,8,9,train,2011-04-08,4,8,5,Friday,0
1497,2011-04-08 06:00:00,2,0,1,2,13.94,18.18,87,0.0,2,33,35,train,2011-04-08,4,8,6,Friday,0
1498,2011-04-08 07:00:00,2,0,1,3,13.94,16.665,87,11.0014,4,109,113,train,2011-04-08,4,8,7,Friday,1
1499,2011-04-08 08:00:00,2,0,1,3,13.94,16.665,87,11.0014,13,208,221,train,2011-04-08,4,8,8,Friday,1
1500,2011-04-08 09:00:00,2,0,1,2,14.76,17.425,76,12.998,17,168,185,train,2011-04-08,4,8,9,Friday,1
1501,2011-04-08 10:00:00,2,0,1,2,14.76,16.665,71,19.0012,10,63,73,train,2011-04-08,4,8,10,Friday,1
1502,2011-04-08 11:00:00,2,0,1,2,16.4,20.455,62,26.0027,19,79,98,train,2011-04-08,4,8,11,Friday,2
1503,2011-04-08 12:00:00,2,0,1,3,15.58,19.695,66,15.0013,29,51,80,train,2011-04-08,4,8,12,Friday,2
1504,2011-04-08 13:00:00,2,0,1,3,14.76,16.665,76,19.0012,7,35,42,train,2011-04-08,4,8,13,Friday,2
1505,2011-04-08 14:00:00,2,0,1,3,13.94,15.91,87,15.0013,2,13,15,train,2011-04-08,4,8,14,Friday,2
1506,2011-04-08 15:00:00,2,0,1,3,13.94,15.91,87,15.0013,1,24,25,train,2011-04-08,4,8,15,Friday,2
1507,2011-04-08 16:00:00,2,0,1,2,13.12,15.15,93,16.9979,2,58,60,train,2011-04-08,4,8,16,Friday,3
1508,2011-04-08 17:00:00,2,0,1,3,13.12,15.15,93,16.9979,10,138,148,train,2011-04-08,4,8,17,Friday,3
1509,2011-04-08 18:00:00,2,0,1,3,13.12,15.15,93,16.9979,8,54,62,train,2011-04-08,4,8,18,Friday,3
1510,2011-04-08 19:00:00,2,0,1,3,12.3,13.635,93,27.9993,1,52,53,train,2011-04-08,4,8,19,Friday,3
1511,2011-04-08 20:00:00,2,0,1,2,12.3,13.635,93,22.0028,12,51,63,train,2011-04-08,4,8,20,Friday,3
1512,2011-04-08 21:00:00,2,0,1,2,12.3,14.395,93,16.9979,11,43,54,train,2011-04-08,4,8,21,Friday,4
1513,2011-04-08 22:00:00,2,0,1,2,12.3,13.635,93,19.9995,9,42,51,train,2011-04-08,4,8,22,Friday,4
1514,2011-04-08 23:00:00,2,0,1,2,12.3,14.395,93,15.0013,4,31,35,train,2011-04-08,4,8,23,Friday,4
1515,2011-04-09 00:00:00,2,0,0,2,12.3,14.395,87,15.0013,5,26,31,train,2011-04-09,4,9,0,Saturday,0
1516,2011-04-09 01:00:00,2,0,0,2,12.3,15.15,87,8.9981,3,17,20,train,2011-04-09,4,9,1,Saturday,0
1517,2011-04-09 02:00:00,2,0,0,2,13.12,15.15,87,15.0013,2,15,17,train,2011-04-09,4,9,2,Saturday,0
1518,2011-04-09 03:00:00,2,0,0,3,12.3,14.395,100,16.9979,3,11,14,train,2011-04-09,4,9,3,Saturday,0
1519,2011-04-09 04:00:00,2,0,0,3,12.3,13.635,100,16.9979,0,3,3,train,2011-04-09,4,9,4,Saturday,0
1520,2011-04-09 05:00:00,2,0,0,2,12.3,14.395,93,15.0013,0,5,5,train,2011-04-09,4,9,5,Saturday,0
1521,2011-04-09 06:00:00,2,0,0,2,12.3,14.395,93,12.998,0,13,13,train,2011-04-09,4,9,6,Saturday,0
1522,2011-04-09 07:00:00,2,0,0,2,12.3,15.15,93,11.0014,8,13,21,train,2011-04-09,4,9,7,Saturday,1
1523,2011-04-09 08:00:00,2,0,0,2,13.12,15.15,93,11.0014,7,47,54,train,2011-04-09,4,9,8,Saturday,1
1524,2011-04-09 09:00:00,2,0,0,2,13.94,17.425,87,7.0015,27,71,98,train,2011-04-09,4,9,9,Saturday,1
1525,2011-04-09 10:00:00,2,0,0,2,13.94,16.665,87,8.9981,43,90,133,train,2011-04-09,4,9,10,Saturday,1
1526,2011-04-09 11:00:00,2,0,0,2,14.76,18.18,81,0.0,51,91,142,train,2011-04-09,4,9,11,Saturday,2
1527,2011-04-09 12:00:00,2,0,0,2,14.76,17.425,81,8.9981,79,123,202,train,2011-04-09,4,9,12,Saturday,2
1528,2011-04-09 13:00:00,2,0,0,2,14.76,18.94,81,0.0,114,108,222,train,2011-04-09,4,9,13,Saturday,2
1529,2011-04-09 14:00:00,2,0,0,2,14.76,17.425,81,8.9981,94,118,212,train,2011-04-09,4,9,14,Saturday,2
1530,2011-04-09 15:00:00,2,0,0,2,14.76,18.94,87,0.0,85,116,201,train,2011-04-09,4,9,15,Saturday,2
1531,2011-04-09 16:00:00,2,0,0,2,15.58,19.695,82,0.0,73,118,191,train,2011-04-09,4,9,16,Saturday,3
1532,2011-04-09 17:00:00,2,0,0,2,15.58,19.695,82,6.0032,128,129,257,train,2011-04-09,4,9,17,Saturday,3
1533,2011-04-09 18:00:00,2,0,0,2,15.58,19.695,82,7.0015,48,129,177,train,2011-04-09,4,9,18,Saturday,3
1534,2011-04-09 19:00:00,2,0,0,2,15.58,19.695,82,8.9981,47,83,130,train,2011-04-09,4,9,19,Saturday,3
1535,2011-04-09 20:00:00,2,0,0,2,15.58,19.695,87,11.0014,19,74,93,train,2011-04-09,4,9,20,Saturday,3
1536,2011-04-09 21:00:00,2,0,0,2,14.76,17.425,93,8.9981,10,65,75,train,2011-04-09,4,9,21,Saturday,4
1537,2011-04-09 22:00:00,2,0,0,2,14.76,17.425,93,8.9981,21,66,87,train,2011-04-09,4,9,22,Saturday,4
1538,2011-04-09 23:00:00,2,0,0,2,15.58,19.695,87,6.0032,12,45,57,train,2011-04-09,4,9,23,Saturday,4
1539,2011-04-10 00:00:00,2,0,0,2,15.58,19.695,87,6.0032,5,48,53,train,2011-04-10,4,10,0,Sunday,0
1540,2011-04-10 01:00:00,2,0,0,2,15.58,19.695,87,8.9981,6,31,37,train,2011-04-10,4,10,1,Sunday,0
1541,2011-04-10 02:00:00,2,0,0,2,15.58,19.695,87,6.0032,12,24,36,train,2011-04-10,4,10,2,Sunday,0
1542,2011-04-10 03:00:00,2,0,0,2,15.58,19.695,87,8.9981,5,11,16,train,2011-04-10,4,10,3,Sunday,0
1543,2011-04-10 04:00:00,2,0,0,2,14.76,18.18,93,7.0015,3,2,5,train,2011-04-10,4,10,4,Sunday,0
1544,2011-04-10 05:00:00,2,0,0,2,14.76,18.18,93,6.0032,0,4,4,train,2011-04-10,4,10,5,Sunday,0
1545,2011-04-10 06:00:00,2,0,0,2,14.76,18.18,93,6.0032,0,4,4,train,2011-04-10,4,10,6,Sunday,0
1546,2011-04-10 07:00:00,2,0,0,2,14.76,18.18,100,6.0032,3,7,10,train,2011-04-10,4,10,7,Sunday,1
1547,2011-04-10 08:00:00,2,0,0,2,15.58,19.695,94,6.0032,17,38,55,train,2011-04-10,4,10,8,Sunday,1
1548,2011-04-10 09:00:00,2,0,0,2,15.58,19.695,94,8.9981,31,50,81,train,2011-04-10,4,10,9,Sunday,1
1549,2011-04-10 10:00:00,2,0,0,2,16.4,20.455,87,0.0,69,81,150,train,2011-04-10,4,10,10,Sunday,1
1550,2011-04-10 11:00:00,2,0,0,2,16.4,20.455,87,8.9981,93,109,202,train,2011-04-10,4,10,11,Sunday,2
1551,2011-04-10 12:00:00,2,0,0,2,17.22,21.21,88,8.9981,94,136,230,train,2011-04-10,4,10,12,Sunday,2
1552,2011-04-10 13:00:00,2,0,0,1,18.86,22.725,82,7.0015,121,142,263,train,2011-04-10,4,10,13,Sunday,2
1553,2011-04-10 14:00:00,2,0,0,1,20.5,24.24,72,12.998,148,133,281,train,2011-04-10,4,10,14,Sunday,2
1554,2011-04-10 15:00:00,2,0,0,1,20.5,24.24,77,15.0013,156,141,297,train,2011-04-10,4,10,15,Sunday,2
1555,2011-04-10 16:00:00,2,0,0,2,21.32,25.0,72,11.0014,135,153,288,train,2011-04-10,4,10,16,Sunday,3
1556,2011-04-10 17:00:00,2,0,0,2,21.32,25.0,72,12.998,84,152,236,train,2011-04-10,4,10,17,Sunday,3
1557,2011-04-10 18:00:00,2,0,0,1,20.5,24.24,77,12.998,103,137,240,train,2011-04-10,4,10,18,Sunday,3
1558,2011-04-10 19:00:00,2,0,0,1,20.5,24.24,77,12.998,47,84,131,train,2011-04-10,4,10,19,Sunday,3
1559,2011-04-10 20:00:00,2,0,0,1,18.86,22.725,82,8.9981,21,71,92,train,2011-04-10,4,10,20,Sunday,3
1560,2011-04-10 21:00:00,2,0,0,1,18.04,21.97,88,12.998,18,77,95,train,2011-04-10,4,10,21,Sunday,4
1561,2011-04-10 22:00:00,2,0,0,1,18.04,21.97,94,16.9979,12,45,57,train,2011-04-10,4,10,22,Sunday,4
1562,2011-04-10 23:00:00,2,0,0,1,18.86,22.725,88,23.9994,5,27,32,train,2011-04-10,4,10,23,Sunday,4
1563,2011-04-11 00:00:00,2,0,1,1,19.68,23.485,88,22.0028,7,16,23,train,2011-04-11,4,11,0,Monday,0
1564,2011-04-11 01:00:00,2,0,1,1,18.86,22.725,94,19.0012,1,3,4,train,2011-04-11,4,11,1,Monday,0
1565,2011-04-11 02:00:00,2,0,1,1,18.86,22.725,94,19.0012,7,2,9,train,2011-04-11,4,11,2,Monday,0
1566,2011-04-11 04:00:00,2,0,1,1,18.86,22.725,94,12.998,0,1,1,train,2011-04-11,4,11,4,Monday,0
1567,2011-04-11 05:00:00,2,0,1,1,18.86,22.725,94,12.998,1,12,13,train,2011-04-11,4,11,5,Monday,0
1568,2011-04-11 06:00:00,2,0,1,2,18.86,22.725,100,15.0013,2,59,61,train,2011-04-11,4,11,6,Monday,0
1569,2011-04-11 07:00:00,2,0,1,2,20.5,24.24,88,15.0013,12,164,176,train,2011-04-11,4,11,7,Monday,1
1570,2011-04-11 08:00:00,2,0,1,2,21.32,25.0,88,19.0012,28,286,314,train,2011-04-11,4,11,8,Monday,1
1571,2011-04-11 09:00:00,2,0,1,2,22.96,26.515,83,19.0012,33,132,165,train,2011-04-11,4,11,9,Monday,1
1572,2011-04-11 10:00:00,2,0,1,2,22.96,26.515,83,19.9995,41,55,96,train,2011-04-11,4,11,10,Monday,1
1573,2011-04-11 11:00:00,2,0,1,2,24.6,29.545,73,19.9995,45,59,104,train,2011-04-11,4,11,11,Monday,2
1574,2011-04-11 12:00:00,2,0,1,2,24.6,29.545,73,22.0028,37,97,134,train,2011-04-11,4,11,12,Monday,2
1575,2011-04-11 13:00:00,2,0,1,2,26.24,30.305,69,27.9993,62,77,139,train,2011-04-11,4,11,13,Monday,2
1576,2011-04-11 14:00:00,2,0,1,2,29.52,33.335,54,23.9994,60,85,145,train,2011-04-11,4,11,14,Monday,2
1577,2011-04-11 15:00:00,2,0,1,1,30.34,33.335,48,35.0008,56,85,141,train,2011-04-11,4,11,15,Monday,2
1578,2011-04-11 16:00:00,2,0,1,1,30.34,33.335,48,35.0008,73,162,235,train,2011-04-11,4,11,16,Monday,3
1579,2011-04-11 17:00:00,2,0,1,1,30.34,33.335,48,35.0008,100,352,452,train,2011-04-11,4,11,17,Monday,3
1580,2011-04-11 18:00:00,2,0,1,1,29.52,33.335,51,26.0027,93,290,383,train,2011-04-11,4,11,18,Monday,3
1581,2011-04-11 19:00:00,2,0,1,1,29.52,33.335,51,30.0026,73,211,284,train,2011-04-11,4,11,19,Monday,3
1582,2011-04-11 20:00:00,2,0,1,1,27.88,31.82,57,35.0008,44,122,166,train,2011-04-11,4,11,20,Monday,3
1583,2011-04-11 21:00:00,2,0,1,1,27.06,31.06,61,16.9979,39,119,158,train,2011-04-11,4,11,21,Monday,4
1584,2011-04-11 22:00:00,2,0,1,2,26.24,31.06,50,19.0012,25,66,91,train,2011-04-11,4,11,22,Monday,4
1585,2011-04-11 23:00:00,2,0,1,3,23.78,27.275,60,0.0,16,38,54,train,2011-04-11,4,11,23,Monday,4
1586,2011-04-12 00:00:00,2,0,1,2,25.42,31.06,50,7.0015,11,13,24,train,2011-04-12,4,12,0,Tuesday,0
1587,2011-04-12 01:00:00,2,0,1,2,25.42,31.06,50,6.0032,6,7,13,train,2011-04-12,4,12,1,Tuesday,0
1588,2011-04-12 02:00:00,2,0,1,2,24.6,31.06,53,8.9981,7,7,14,train,2011-04-12,4,12,2,Tuesday,0
1589,2011-04-12 03:00:00,2,0,1,2,23.78,27.275,56,8.9981,0,1,1,train,2011-04-12,4,12,3,Tuesday,0
1590,2011-04-12 04:00:00,2,0,1,2,22.96,26.515,64,8.9981,4,2,6,train,2011-04-12,4,12,4,Tuesday,0
1591,2011-04-12 05:00:00,2,0,1,2,22.14,25.76,68,8.9981,1,15,16,train,2011-04-12,4,12,5,Tuesday,0
1592,2011-04-12 06:00:00,2,0,1,2,22.14,25.76,68,19.0012,3,55,58,train,2011-04-12,4,12,6,Tuesday,0
1593,2011-04-12 07:00:00,2,0,1,2,22.14,25.76,68,15.0013,12,177,189,train,2011-04-12,4,12,7,Tuesday,1
1594,2011-04-12 08:00:00,2,0,1,3,19.68,23.485,88,26.0027,15,211,226,train,2011-04-12,4,12,8,Tuesday,1
1595,2011-04-12 09:00:00,2,0,1,3,18.86,22.725,94,32.9975,4,50,54,train,2011-04-12,4,12,9,Tuesday,1
1596,2011-04-12 10:00:00,2,0,1,3,20.5,24.24,82,27.9993,6,34,40,train,2011-04-12,4,12,10,Tuesday,1
1597,2011-04-12 11:00:00,2,0,1,1,21.32,25.0,77,23.9994,11,38,49,train,2011-04-12,4,12,11,Tuesday,2
1598,2011-04-12 12:00:00,2,0,1,2,22.96,26.515,64,31.0009,9,83,92,train,2011-04-12,4,12,12,Tuesday,2
1599,2011-04-12 13:00:00,2,0,1,3,22.14,25.76,68,19.0012,22,84,106,train,2011-04-12,4,12,13,Tuesday,2
1600,2011-04-12 14:00:00,2,0,1,2,20.5,24.24,82,19.0012,16,28,44,train,2011-04-12,4,12,14,Tuesday,2
1601,2011-04-12 15:00:00,2,0,1,2,19.68,23.485,77,35.0008,24,54,78,train,2011-04-12,4,12,15,Tuesday,2
1602,2011-04-12 16:00:00,2,0,1,2,19.68,23.485,77,26.0027,19,80,99,train,2011-04-12,4,12,16,Tuesday,3
1603,2011-04-12 17:00:00,2,0,1,3,18.04,21.97,77,15.0013,29,262,291,train,2011-04-12,4,12,17,Tuesday,3
1604,2011-04-12 18:00:00,2,0,1,3,18.04,21.97,77,15.0013,21,203,224,train,2011-04-12,4,12,18,Tuesday,3
1605,2011-04-12 19:00:00,2,0,1,2,17.22,21.21,82,19.0012,3,127,130,train,2011-04-12,4,12,19,Tuesday,3
1606,2011-04-12 20:00:00,2,0,1,2,17.22,21.21,82,19.0012,9,94,103,train,2011-04-12,4,12,20,Tuesday,3
1607,2011-04-12 21:00:00,2,0,1,2,17.22,21.21,82,12.998,10,74,84,train,2011-04-12,4,12,21,Tuesday,4
1608,2011-04-12 22:00:00,2,0,1,2,16.4,20.455,94,19.9995,7,47,54,train,2011-04-12,4,12,22,Tuesday,4
1609,2011-04-12 23:00:00,2,0,1,2,16.4,20.455,94,16.9979,8,31,39,train,2011-04-12,4,12,23,Tuesday,4
1610,2011-04-13 00:00:00,2,0,1,2,16.4,20.455,100,19.9995,3,12,15,train,2011-04-13,4,13,0,Wednesday,0
1611,2011-04-13 01:00:00,2,0,1,2,16.4,20.455,100,19.9995,0,1,1,train,2011-04-13,4,13,1,Wednesday,0
1612,2011-04-13 02:00:00,2,0,1,3,16.4,20.455,100,19.9995,0,2,2,train,2011-04-13,4,13,2,Wednesday,0
1613,2011-04-13 03:00:00,2,0,1,3,16.4,20.455,94,22.0028,0,2,2,train,2011-04-13,4,13,3,Wednesday,0
1614,2011-04-13 04:00:00,2,0,1,3,16.4,20.455,94,22.0028,1,2,3,train,2011-04-13,4,13,4,Wednesday,0
1615,2011-04-13 05:00:00,2,0,1,3,15.58,19.695,94,16.9979,1,4,5,train,2011-04-13,4,13,5,Wednesday,0
1616,2011-04-13 06:00:00,2,0,1,3,15.58,19.695,94,15.0013,1,33,34,train,2011-04-13,4,13,6,Wednesday,0
1617,2011-04-13 07:00:00,2,0,1,3,14.76,17.425,100,15.0013,3,67,70,train,2011-04-13,4,13,7,Wednesday,1
1618,2011-04-13 08:00:00,2,0,1,3,15.58,19.695,94,12.998,6,158,164,train,2011-04-13,4,13,8,Wednesday,1
1619,2011-04-13 09:00:00,2,0,1,2,15.58,19.695,94,15.0013,2,63,65,train,2011-04-13,4,13,9,Wednesday,1
1620,2011-04-13 10:00:00,2,0,1,2,16.4,20.455,87,12.998,4,42,46,train,2011-04-13,4,13,10,Wednesday,1
1621,2011-04-13 11:00:00,2,0,1,2,17.22,21.21,82,12.998,4,57,61,train,2011-04-13,4,13,11,Wednesday,2
1622,2011-04-13 12:00:00,2,0,1,3,17.22,21.21,82,16.9979,12,83,95,train,2011-04-13,4,13,12,Wednesday,2
1623,2011-04-13 13:00:00,2,0,1,2,18.04,21.97,77,12.998,6,55,61,train,2011-04-13,4,13,13,Wednesday,2
1624,2011-04-13 14:00:00,2,0,1,2,17.22,21.21,77,16.9979,24,82,106,train,2011-04-13,4,13,14,Wednesday,2
1625,2011-04-13 15:00:00,2,0,1,2,18.04,21.97,72,19.0012,12,69,81,train,2011-04-13,4,13,15,Wednesday,2
1626,2011-04-13 16:00:00,2,0,1,1,18.86,22.725,67,19.0012,23,119,142,train,2011-04-13,4,13,16,Wednesday,3
1627,2011-04-13 17:00:00,2,0,1,1,18.86,22.725,67,19.9995,25,284,309,train,2011-04-13,4,13,17,Wednesday,3
1628,2011-04-13 18:00:00,2,0,1,1,18.04,21.97,62,26.0027,28,293,321,train,2011-04-13,4,13,18,Wednesday,3
1629,2011-04-13 19:00:00,2,0,1,1,18.04,21.97,62,16.9979,15,160,175,train,2011-04-13,4,13,19,Wednesday,3
1630,2011-04-13 20:00:00,2,0,1,1,18.04,21.97,62,16.9979,7,119,126,train,2011-04-13,4,13,20,Wednesday,3
1631,2011-04-13 21:00:00,2,0,1,1,17.22,21.21,67,11.0014,17,100,117,train,2011-04-13,4,13,21,Wednesday,4
1632,2011-04-13 22:00:00,2,0,1,1,17.22,21.21,67,12.998,10,89,99,train,2011-04-13,4,13,22,Wednesday,4
1633,2011-04-13 23:00:00,2,0,1,1,16.4,20.455,71,8.9981,5,57,62,train,2011-04-13,4,13,23,Wednesday,4
1634,2011-04-14 00:00:00,2,0,1,1,15.58,19.695,76,8.9981,3,18,21,train,2011-04-14,4,14,0,Thursday,0
1635,2011-04-14 01:00:00,2,0,1,1,15.58,19.695,76,15.0013,1,9,10,train,2011-04-14,4,14,1,Thursday,0
